c_charge_degree,race,age,sex,priors_count,days_b_screening_arrest,label
F,Caucasian,22,Male,2,-1.0,0
F,Hispanic,27,Male,4,-1.0,1
F,Other,26,Male,1,-1.0,1
F,African_American,23,Male,5,-1.0,1
F,African_American,47,Male,14,-1.0,1
M,Caucasian,47,Male,0,-1.0,0
F,Hispanic,25,Male,2,-1.0,1
F,African_American,20,Male,0,-1.0,0
F,Caucasian,34,Female,5,-22.0,1
M,African_American,33,Male,9,-28.0,1
F,African_American,27,Female,3,-1.0,1
F,African_American,26,Male,0,-1.0,1
F,African_American,37,Male,12,0.0,1
F,African_American,52,Male,0,0.0,0
F,Caucasian,22,Male,1,-1.0,1
F,Caucasian,42,Male,8,-1.0,0
F,African_American,20,Male,1,-20.0,0
F,Hispanic,19,Male,2,-2.0,1
M,African_American,46,Male,0,0.0,0
M,Other,20,Male,0,-1.0,1
M,African_American,40,Female,4,-1.0,0
F,Caucasian,39,Male,3,-1.0,1
F,Caucasian,52,Male,2,0.0,1
F,African_American,24,Female,6,-1.0,1
M,Caucasian,53,Male,0,0.0,0
M,Caucasian,19,Male,0,-2.0,1
F,African_American,21,Male,0,0.0,0
F,African_American,24,Male,0,0.0,0
M,Caucasian,49,Male,0,-3.0,0
M,Caucasian,30,Male,0,0.0,0
M,African_American,38,Male,7,-1.0,0
M,African_American,27,Male,5,-1.0,0
F,African_American,33,Male,0,0.0,1
F,African_American,37,Male,4,-1.0,0
F,Hispanic,24,Male,0,0.0,0
F,African_American,32,Male,15,-1.0,1
F,African_American,32,Male,19,-1.0,1
M,African_American,30,Male,1,-1.0,0
M,Hispanic,21,Male,0,0.0,0
M,African_American,56,Male,1,0.0,0
F,African_American,26,Male,7,-1.0,0
M,Caucasian,48,Male,1,0.0,1
F,Caucasian,23,Male,6,-1.0,1
F,Caucasian,28,Male,1,-4.0,0
F,Caucasian,50,Male,0,-1.0,0
M,African_American,46,Male,12,-1.0,0
F,African_American,41,Male,7,-1.0,0
M,African_American,28,Female,6,-1.0,1
M,Hispanic,37,Male,0,0.0,0
M,African_American,25,Female,0,-1.0,0
F,African_American,56,Male,0,-1.0,0
M,Caucasian,38,Male,4,-1.0,1
F,Hispanic,28,Male,2,-1.0,1
M,African_American,42,Male,0,0.0,0
F,Caucasian,38,Male,0,0.0,0
M,Caucasian,44,Male,0,-1.0,0
M,Other,31,Male,0,-1.0,0
M,Hispanic,26,Female,0,0.0,0
F,African_American,29,Male,7,-1.0,0
M,Hispanic,21,Male,1,-1.0,1
F,Caucasian,25,Male,4,-1.0,0
F,African_American,45,Male,16,-1.0,0
F,Caucasian,32,Female,4,-1.0,0
F,Hispanic,50,Female,1,-1.0,1
F,African_American,22,Female,2,-1.0,0
F,African_American,33,Male,18,0.0,1
F,African_American,25,Male,0,0.0,1
M,African_American,45,Male,1,-1.0,0
F,African_American,30,Female,0,0.0,0
F,African_American,27,Male,0,0.0,0
M,Other,36,Male,0,-1.0,0
M,Hispanic,48,Male,0,-1.0,0
M,African_American,26,Male,2,0.0,0
F,African_American,30,Male,0,0.0,0
M,Caucasian,38,Female,1,-18.0,1
F,Hispanic,52,Male,5,-1.0,1
M,Asian,46,Male,0,-1.0,0
F,Caucasian,23,Male,3,-1.0,1
F,Caucasian,53,Male,3,-1.0,1
F,Other,40,Female,0,-4.0,0
M,Hispanic,31,Male,1,0.0,0
M,Caucasian,39,Female,0,-3.0,1
M,Caucasian,45,Female,0,-1.0,0
F,African_American,53,Male,8,-1.0,1
F,African_American,23,Male,1,-1.0,0
F,Asian,29,Male,0,-1.0,0
F,African_American,24,Male,1,0.0,0
F,African_American,30,Male,9,-1.0,1
F,Hispanic,31,Male,16,0.0,1
F,African_American,25,Male,0,-1.0,0
F,Caucasian,54,Male,1,-1.0,0
F,Caucasian,58,Male,2,-9.0,0
F,Caucasian,34,Female,0,-1.0,1
F,African_American,41,Male,18,0.0,1
F,Caucasian,56,Female,1,-20.0,0
F,Caucasian,47,Male,1,0.0,1
F,African_American,26,Female,0,-1.0,0
F,African_American,28,Male,11,-1.0,1
F,Caucasian,40,Female,0,0.0,0
F,African_American,24,Male,0,-1.0,0
M,African_American,21,Male,5,-1.0,1
M,African_American,22,Male,0,-1.0,0
M,African_American,29,Male,0,0.0,0
M,Caucasian,28,Female,1,0.0,1
F,African_American,61,Female,1,-1.0,1
F,African_American,39,Male,8,-1.0,0
F,Caucasian,42,Male,0,0.0,0
F,Caucasian,24,Male,8,0.0,0
F,African_American,20,Female,1,0.0,0
F,African_American,50,Male,1,-1.0,0
M,Caucasian,25,Male,7,-4.0,1
M,Hispanic,32,Male,0,-6.0,0
M,Other,39,Male,0,-1.0,0
F,Caucasian,39,Female,3,-1.0,0
M,African_American,29,Male,8,-1.0,0
F,African_American,70,Female,1,-1.0,0
F,Caucasian,42,Female,0,-1.0,1
M,Caucasian,24,Female,0,0.0,0
F,African_American,24,Male,1,-1.0,1
M,African_American,33,Male,2,0.0,1
F,Hispanic,23,Male,3,-1.0,1
F,Caucasian,22,Female,3,-1.0,1
F,African_American,33,Male,12,-1.0,1
M,African_American,24,Female,3,-1.0,1
F,Hispanic,25,Male,3,-1.0,1
F,Other,34,Male,0,-2.0,0
F,Hispanic,58,Male,0,-1.0,0
F,Caucasian,38,Male,0,-1.0,0
M,African_American,43,Male,8,-1.0,0
F,Caucasian,33,Male,7,-1.0,1
M,African_American,27,Male,0,-1.0,1
F,Caucasian,45,Male,3,-1.0,0
F,African_American,26,Male,3,0.0,1
F,African_American,21,Male,0,-1.0,1
F,Caucasian,55,Male,0,-1.0,0
F,African_American,24,Male,0,-1.0,0
F,Caucasian,21,Male,0,-1.0,1
M,African_American,30,Male,0,0.0,1
F,Caucasian,57,Male,0,0.0,0
M,Other,26,Male,0,-1.0,0
F,African_American,27,Male,15,-1.0,1
F,Caucasian,46,Male,7,0.0,1
F,Other,22,Male,1,-1.0,1
F,African_American,55,Male,5,-1.0,0
F,Caucasian,49,Female,0,-3.0,0
M,African_American,24,Male,2,-1.0,1
M,African_American,57,Male,0,0.0,0
M,Caucasian,80,Male,0,-1.0,0
F,African_American,35,Male,1,-1.0,1
F,Caucasian,22,Female,1,-1.0,0
F,Caucasian,51,Male,6,0.0,1
M,African_American,26,Male,0,-1.0,0
F,African_American,27,Male,6,0.0,1
F,Caucasian,48,Male,23,-1.0,1
F,Caucasian,21,Male,0,-1.0,0
F,Hispanic,30,Male,1,-18.0,0
F,Caucasian,51,Male,0,0.0,0
F,Asian,41,Male,2,-1.0,1
M,Caucasian,28,Male,2,0.0,1
M,Caucasian,23,Male,1,-1.0,0
F,African_American,35,Male,13,-1.0,1
M,Caucasian,59,Female,0,0.0,0
F,African_American,36,Male,0,0.0,0
F,African_American,30,Female,3,0.0,1
F,African_American,22,Male,1,-1.0,1
M,African_American,27,Female,0,-1.0,0
M,Caucasian,34,Female,3,-1.0,0
F,African_American,32,Male,0,-1.0,1
M,Other,38,Male,1,-1.0,0
F,Caucasian,33,Male,2,-1.0,0
M,African_American,33,Female,3,0.0,1
F,African_American,49,Male,10,-1.0,1
F,Caucasian,21,Male,0,0.0,1
F,African_American,26,Male,1,-1.0,0
M,Caucasian,33,Male,0,0.0,1
F,African_American,37,Male,26,-1.0,1
M,Caucasian,28,Male,0,0.0,0
M,Hispanic,35,Female,0,-1.0,0
F,Caucasian,21,Male,2,-3.0,1
M,Caucasian,47,Male,3,0.0,0
F,Caucasian,26,Male,3,-1.0,1
F,African_American,42,Female,1,-1.0,0
F,African_American,32,Male,3,-1.0,0
F,Caucasian,24,Male,0,0.0,0
F,Caucasian,44,Female,10,-1.0,1
F,Caucasian,30,Male,3,-1.0,0
M,Caucasian,51,Female,0,-1.0,1
M,Caucasian,37,Male,0,-1.0,0
F,Caucasian,50,Male,1,-4.0,0
F,African_American,23,Male,0,-1.0,0
M,African_American,38,Male,37,-1.0,1
F,African_American,28,Female,2,0.0,1
M,Caucasian,27,Male,0,0.0,1
M,African_American,31,Male,6,27.0,1
F,African_American,22,Male,1,0.0,1
F,African_American,39,Female,22,-1.0,1
F,Caucasian,31,Male,5,0.0,1
M,Caucasian,35,Male,3,0.0,1
M,Other,66,Male,0,-1.0,0
M,African_American,28,Female,0,0.0,0
F,Caucasian,37,Male,13,-1.0,0
F,African_American,40,Male,15,-1.0,1
M,Hispanic,59,Male,0,-2.0,0
F,African_American,31,Male,0,-1.0,0
M,Caucasian,47,Male,5,0.0,1
F,Caucasian,72,Male,3,-5.0,0
M,Caucasian,58,Male,0,-1.0,0
F,African_American,21,Male,2,0.0,1
F,Caucasian,27,Male,0,-1.0,0
F,African_American,23,Female,3,-1.0,1
M,African_American,24,Female,1,0.0,1
F,Caucasian,21,Male,0,-1.0,1
F,African_American,25,Male,2,-1.0,0
F,African_American,56,Male,12,-1.0,1
F,African_American,55,Female,1,-1.0,0
F,Caucasian,29,Male,6,-1.0,1
M,Caucasian,25,Female,1,-1.0,1
M,African_American,49,Male,1,0.0,0
F,Caucasian,22,Male,1,-2.0,1
F,Caucasian,51,Female,0,-2.0,0
F,African_American,42,Male,1,0.0,0
F,Caucasian,31,Male,2,0.0,0
M,Caucasian,54,Male,4,-1.0,0
F,African_American,22,Male,0,-1.0,1
M,Caucasian,61,Male,0,-4.0,0
M,African_American,35,Male,1,0.0,0
F,African_American,37,Female,1,-11.0,0
M,Hispanic,28,Male,0,0.0,1
M,African_American,43,Male,2,-1.0,0
F,Caucasian,25,Male,0,0.0,0
M,African_American,35,Female,3,0.0,1
M,Caucasian,63,Male,0,0.0,1
F,African_American,28,Male,1,-1.0,1
F,African_American,24,Male,0,-3.0,0
M,Caucasian,43,Male,0,0.0,0
F,Caucasian,42,Male,1,0.0,0
F,Caucasian,28,Female,7,-7.0,1
F,African_American,28,Male,12,-1.0,0
M,African_American,49,Male,4,-1.0,0
M,African_American,45,Male,13,-1.0,1
M,Caucasian,20,Female,3,-1.0,1
M,Caucasian,53,Female,0,0.0,0
M,Hispanic,35,Male,1,-1.0,1
F,African_American,51,Male,21,-1.0,1
F,Caucasian,50,Female,3,0.0,1
M,African_American,49,Male,4,0.0,0
F,Caucasian,29,Male,7,-1.0,1
F,Hispanic,47,Male,1,-27.0,0
F,African_American,45,Male,15,-1.0,1
M,Caucasian,30,Male,4,-3.0,1
F,African_American,23,Male,1,-1.0,1
F,African_American,26,Male,20,-1.0,1
F,African_American,36,Female,1,-1.0,0
F,African_American,32,Male,2,0.0,1
F,African_American,34,Male,4,-1.0,1
F,Hispanic,21,Male,0,-1.0,1
F,African_American,24,Male,2,-1.0,1
F,Caucasian,45,Female,1,-1.0,1
F,African_American,41,Male,8,0.0,1
M,Hispanic,28,Male,0,0.0,1
F,African_American,27,Male,25,18.0,1
F,Caucasian,62,Male,0,-1.0,0
F,Hispanic,53,Male,1,-1.0,0
F,African_American,26,Male,6,-1.0,0
M,African_American,31,Female,0,-2.0,1
F,Caucasian,34,Male,0,-1.0,0
F,Caucasian,35,Male,1,-1.0,1
M,African_American,35,Male,1,-1.0,0
F,African_American,29,Male,1,-1.0,1
F,African_American,57,Male,23,-1.0,1
F,Hispanic,21,Male,2,-1.0,1
M,Caucasian,43,Female,0,0.0,0
M,Hispanic,41,Male,1,-4.0,0
F,Hispanic,21,Male,1,-1.0,0
M,African_American,23,Male,4,-11.0,1
F,African_American,26,Male,0,-1.0,0
M,Hispanic,33,Male,0,-1.0,0
F,Caucasian,23,Female,0,-1.0,0
M,Other,21,Male,0,-1.0,0
M,Caucasian,57,Female,0,-5.0,0
F,Other,40,Male,1,0.0,0
F,African_American,31,Male,3,0.0,0
M,Caucasian,25,Female,0,-1.0,0
F,African_American,31,Male,0,-1.0,0
F,Hispanic,22,Male,0,-1.0,1
F,Hispanic,29,Female,1,-1.0,0
F,African_American,35,Male,2,0.0,0
F,African_American,46,Male,5,-1.0,1
M,Caucasian,58,Male,2,-1.0,1
M,Caucasian,68,Male,4,-1.0,0
M,Caucasian,47,Male,0,-1.0,1
F,African_American,34,Male,22,-29.0,0
F,African_American,22,Male,3,-1.0,0
F,African_American,21,Male,0,-1.0,0
M,Other,23,Male,0,-1.0,0
F,Hispanic,19,Male,1,-12.0,0
F,Caucasian,49,Male,0,-1.0,0
M,Caucasian,23,Male,4,-1.0,1
F,Caucasian,48,Male,2,-1.0,0
M,African_American,47,Male,1,-1.0,1
F,Other,34,Male,0,-1.0,1
M,African_American,30,Male,0,-1.0,0
M,African_American,25,Female,1,-1.0,1
F,African_American,31,Male,6,0.0,0
F,African_American,22,Male,0,-5.0,1
F,African_American,27,Male,1,-1.0,0
F,African_American,24,Male,3,-1.0,1
F,African_American,24,Male,0,-1.0,1
F,African_American,51,Female,7,-1.0,0
M,Caucasian,41,Male,5,-1.0,1
F,African_American,22,Male,3,-1.0,0
F,African_American,20,Male,3,0.0,1
F,African_American,23,Male,2,-1.0,0
F,Hispanic,21,Male,0,-5.0,0
F,African_American,25,Male,9,-1.0,1
F,Caucasian,30,Male,0,-1.0,0
F,Caucasian,27,Female,0,-1.0,0
M,Hispanic,37,Male,3,-1.0,1
F,African_American,36,Male,2,-1.0,0
F,African_American,61,Male,12,-1.0,0
F,Other,33,Male,4,-1.0,1
M,African_American,44,Female,0,-1.0,0
F,Caucasian,38,Male,17,-1.0,0
M,Caucasian,44,Male,0,-1.0,0
F,African_American,38,Male,15,-1.0,0
M,African_American,34,Male,5,-13.0,0
M,Hispanic,27,Female,0,0.0,1
M,Caucasian,50,Male,9,-1.0,1
M,Caucasian,61,Male,0,0.0,0
M,African_American,35,Female,1,-1.0,0
M,African_American,25,Male,0,-1.0,1
M,Caucasian,31,Male,6,-1.0,0
F,African_American,51,Male,12,21.0,1
F,Caucasian,32,Male,0,0.0,0
M,Caucasian,28,Female,0,-1.0,0
M,African_American,43,Male,1,-1.0,1
M,Caucasian,57,Male,12,0.0,0
M,Caucasian,49,Male,1,-26.0,0
F,Caucasian,27,Male,1,-1.0,1
F,Caucasian,22,Male,1,-1.0,1
M,African_American,28,Male,2,-1.0,0
M,African_American,25,Male,0,-1.0,1
M,African_American,36,Female,4,-1.0,1
M,African_American,37,Male,3,-1.0,0
M,African_American,29,Male,11,-1.0,0
F,African_American,23,Male,0,-1.0,0
F,African_American,21,Male,0,-2.0,1
F,Caucasian,39,Male,17,-1.0,1
F,African_American,35,Male,1,0.0,1
F,Caucasian,32,Male,0,-1.0,0
F,Other,24,Male,0,-1.0,0
M,Caucasian,51,Female,1,-30.0,0
F,African_American,22,Male,0,-1.0,1
F,African_American,54,Male,4,-1.0,0
F,Caucasian,25,Male,1,-1.0,0
M,Hispanic,57,Male,0,0.0,0
M,African_American,51,Male,17,0.0,0
F,African_American,25,Male,1,-1.0,1
F,Caucasian,36,Male,0,-1.0,0
F,African_American,45,Male,8,-1.0,1
M,African_American,22,Female,0,-2.0,0
F,African_American,24,Male,2,-1.0,1
F,African_American,24,Male,1,-1.0,0
M,Other,23,Male,5,-1.0,1
M,African_American,37,Male,3,-1.0,0
F,African_American,22,Male,0,-1.0,1
M,Caucasian,47,Male,0,-1.0,0
F,Caucasian,66,Male,1,-14.0,1
F,African_American,35,Male,1,-1.0,0
M,Caucasian,56,Male,1,-1.0,0
F,Caucasian,34,Male,16,-1.0,1
F,African_American,20,Male,0,-1.0,0
F,Other,24,Male,0,-1.0,0
M,African_American,33,Male,12,-1.0,1
F,African_American,25,Male,13,-8.0,1
M,Caucasian,24,Female,0,-1.0,0
M,Caucasian,33,Male,3,-16.0,1
F,African_American,21,Male,1,-1.0,0
F,African_American,36,Female,7,-1.0,1
F,Caucasian,55,Male,0,-1.0,0
F,African_American,33,Male,4,-1.0,0
F,African_American,32,Male,0,-1.0,0
M,Hispanic,47,Male,3,-1.0,1
M,Caucasian,34,Female,1,-21.0,0
F,Hispanic,30,Male,0,0.0,0
M,Caucasian,28,Male,5,-1.0,1
F,Caucasian,23,Male,0,0.0,0
M,Hispanic,44,Male,0,-2.0,0
F,Other,27,Female,0,-1.0,1
F,African_American,30,Male,15,-1.0,1
F,African_American,26,Male,11,-1.0,1
F,African_American,20,Male,1,-1.0,0
F,Hispanic,36,Female,9,-1.0,1
M,Caucasian,28,Female,3,-1.0,0
M,African_American,27,Female,2,-14.0,1
M,Caucasian,27,Male,0,-1.0,0
F,Caucasian,27,Male,0,0.0,0
F,African_American,21,Female,1,-1.0,0
F,African_American,47,Male,23,-1.0,1
M,Caucasian,43,Male,1,-1.0,0
M,Caucasian,66,Male,0,-1.0,0
F,African_American,56,Male,16,-1.0,0
M,African_American,51,Male,11,-1.0,1
F,Caucasian,21,Male,2,-1.0,1
M,African_American,24,Male,1,-1.0,1
M,Other,47,Male,0,-1.0,0
F,African_American,71,Male,8,-1.0,0
M,African_American,33,Male,9,-1.0,1
M,Caucasian,25,Female,0,-1.0,0
F,Caucasian,55,Female,0,-1.0,0
F,African_American,51,Male,22,-1.0,1
F,African_American,37,Male,9,0.0,1
F,Caucasian,55,Male,0,-1.0,0
M,African_American,33,Male,7,-1.0,1
F,African_American,22,Male,1,0.0,0
F,Caucasian,21,Male,0,-1.0,0
F,Other,22,Male,3,-1.0,0
F,African_American,26,Male,7,-1.0,1
F,African_American,40,Female,0,0.0,0
F,Caucasian,31,Male,2,-1.0,1
F,Caucasian,32,Male,3,-1.0,0
M,African_American,25,Male,0,-1.0,0
F,Caucasian,32,Male,15,0.0,1
M,African_American,25,Male,2,-27.0,1
F,African_American,36,Male,14,-1.0,1
M,Caucasian,37,Male,1,-1.0,1
M,Caucasian,44,Male,0,-1.0,1
F,African_American,35,Female,7,-1.0,1
F,African_American,22,Male,1,-1.0,0
M,Caucasian,27,Female,0,0.0,0
F,Caucasian,30,Female,4,-1.0,0
M,Caucasian,26,Male,0,-1.0,1
F,African_American,43,Female,2,-1.0,1
F,African_American,27,Male,1,-1.0,1
F,Caucasian,58,Male,3,0.0,1
M,African_American,24,Male,1,-1.0,1
F,Hispanic,30,Male,2,-1.0,0
F,Caucasian,46,Female,2,-1.0,0
F,African_American,22,Male,1,0.0,1
M,African_American,31,Male,1,-1.0,0
F,Caucasian,39,Male,0,-1.0,0
F,African_American,31,Male,9,0.0,1
F,African_American,20,Female,2,-1.0,1
F,Hispanic,37,Male,6,-1.0,1
M,Caucasian,39,Male,2,-1.0,0
F,African_American,22,Male,1,-1.0,1
F,Caucasian,29,Male,4,-2.0,0
F,Other,25,Male,2,0.0,0
F,Hispanic,40,Male,8,-1.0,1
M,Caucasian,54,Male,1,-1.0,1
F,Caucasian,24,Male,3,-1.0,1
M,African_American,25,Male,0,0.0,1
F,African_American,32,Male,1,-1.0,1
F,African_American,41,Male,8,-29.0,1
F,Caucasian,56,Female,10,-1.0,1
F,Caucasian,21,Male,1,0.0,1
F,Other,22,Male,0,-1.0,1
F,Caucasian,40,Male,0,-1.0,1
F,Caucasian,45,Male,0,-1.0,0
F,African_American,23,Male,0,-1.0,0
M,Caucasian,27,Female,0,0.0,1
M,African_American,20,Male,1,-22.0,0
F,Caucasian,23,Male,0,-1.0,0
F,African_American,30,Male,2,-1.0,0
M,Caucasian,55,Female,0,-1.0,0
F,African_American,27,Male,0,-1.0,0
F,Caucasian,52,Male,1,-5.0,0
M,African_American,46,Male,2,-17.0,0
F,African_American,32,Male,2,0.0,1
F,Caucasian,37,Male,1,-9.0,1
M,African_American,27,Male,0,-1.0,0
M,Caucasian,61,Male,0,0.0,0
F,African_American,36,Male,14,-1.0,1
F,Caucasian,33,Female,2,-1.0,0
F,Caucasian,38,Male,0,-1.0,0
M,African_American,20,Female,0,0.0,1
F,Hispanic,21,Male,1,-1.0,1
M,Hispanic,30,Male,7,-1.0,0
F,Caucasian,28,Male,14,-1.0,0
F,Asian,76,Male,0,-2.0,0
M,Hispanic,23,Female,1,0.0,0
F,Caucasian,22,Male,1,-11.0,0
F,Caucasian,42,Male,0,-1.0,0
F,African_American,25,Male,0,-1.0,1
F,African_American,31,Male,9,0.0,1
F,African_American,32,Male,5,-1.0,1
M,Caucasian,56,Female,0,-1.0,0
M,African_American,35,Male,0,-1.0,1
F,Caucasian,30,Male,5,-1.0,1
F,Caucasian,23,Male,0,-1.0,1
M,Caucasian,69,Female,2,0.0,0
F,Caucasian,26,Male,2,-1.0,1
F,African_American,29,Male,13,-1.0,1
M,African_American,38,Male,8,-1.0,1
F,African_American,34,Male,3,-1.0,1
F,African_American,32,Male,7,0.0,1
M,Caucasian,24,Male,0,-1.0,1
F,African_American,30,Male,0,-1.0,1
M,African_American,29,Male,7,-1.0,1
M,Caucasian,40,Male,0,-1.0,1
F,Hispanic,26,Male,9,0.0,1
M,African_American,35,Male,1,-1.0,0
M,African_American,41,Male,3,-1.0,1
F,African_American,48,Male,25,-1.0,1
F,Other,25,Male,1,-1.0,1
M,Hispanic,37,Male,4,-1.0,0
M,African_American,25,Male,1,-1.0,0
F,Hispanic,31,Male,5,0.0,1
F,Caucasian,31,Male,0,-1.0,0
F,Caucasian,50,Male,0,-2.0,0
M,Other,47,Male,5,-1.0,1
F,African_American,26,Male,24,0.0,1
F,Caucasian,39,Male,2,-2.0,1
M,Hispanic,26,Male,1,-1.0,0
F,Caucasian,57,Male,0,-2.0,0
M,Caucasian,69,Male,0,-3.0,0
F,Other,49,Male,2,-1.0,0
M,Caucasian,32,Male,0,-1.0,0
M,Other,30,Male,3,-1.0,0
F,Caucasian,39,Female,0,-1.0,1
F,Caucasian,22,Male,0,-1.0,0
F,Caucasian,33,Female,0,-1.0,0
F,African_American,27,Male,3,-1.0,0
M,Caucasian,26,Male,10,0.0,1
F,African_American,39,Male,2,0.0,0
M,Caucasian,51,Male,1,-1.0,1
F,African_American,24,Male,0,-1.0,0
F,African_American,32,Female,0,-1.0,0
F,African_American,26,Male,2,-1.0,0
M,Caucasian,61,Male,0,0.0,0
F,African_American,25,Female,4,-1.0,0
F,African_American,32,Male,9,-1.0,0
M,African_American,52,Male,3,-1.0,1
F,African_American,24,Male,2,-1.0,1
F,African_American,45,Male,0,0.0,1
F,Caucasian,59,Male,0,0.0,0
F,Caucasian,46,Male,10,-1.0,1
F,African_American,29,Female,7,0.0,1
M,African_American,37,Male,8,-1.0,0
F,African_American,34,Male,27,-1.0,1
F,African_American,55,Male,8,-1.0,1
M,Caucasian,29,Male,2,29.0,1
M,African_American,23,Male,0,-2.0,1
F,African_American,30,Male,11,-1.0,1
F,Caucasian,34,Male,1,-2.0,0
F,African_American,26,Female,3,-1.0,1
M,Caucasian,48,Female,1,0.0,0
F,African_American,56,Male,1,-1.0,0
M,African_American,25,Female,0,-1.0,0
F,African_American,29,Male,4,-1.0,1
F,African_American,26,Male,3,-1.0,1
F,African_American,20,Male,2,-1.0,1
F,Caucasian,38,Male,2,-1.0,0
F,African_American,26,Male,1,-1.0,0
M,Native American,40,Male,2,-1.0,0
M,Caucasian,55,Male,1,-3.0,0
F,African_American,23,Male,2,-1.0,1
F,Caucasian,45,Female,1,0.0,0
M,African_American,54,Male,0,-1.0,0
F,African_American,27,Male,4,0.0,1
F,Other,29,Male,4,-1.0,1
M,Caucasian,43,Female,0,0.0,0
M,African_American,46,Male,3,-22.0,1
F,African_American,58,Male,24,0.0,1
F,African_American,23,Male,3,0.0,1
F,African_American,26,Male,13,0.0,1
M,Caucasian,55,Female,0,-1.0,0
F,Caucasian,20,Male,4,-1.0,0
F,Caucasian,21,Male,1,0.0,0
F,Caucasian,40,Female,3,-1.0,1
M,Hispanic,31,Male,0,-3.0,0
F,Hispanic,28,Male,1,-1.0,0
F,Caucasian,21,Male,1,-1.0,0
F,African_American,44,Female,11,-1.0,1
M,Caucasian,53,Female,0,-2.0,0
M,Other,37,Male,0,-1.0,0
F,Caucasian,21,Male,1,-1.0,1
M,Caucasian,29,Male,7,-1.0,1
F,African_American,35,Female,1,-1.0,0
F,Caucasian,21,Male,1,-1.0,0
F,Caucasian,24,Male,0,-3.0,0
F,African_American,26,Female,5,-1.0,1
F,African_American,22,Male,1,0.0,1
F,African_American,31,Male,10,-8.0,1
F,Caucasian,52,Male,1,-1.0,0
F,African_American,35,Female,2,-1.0,0
M,Other,31,Male,0,-1.0,0
F,African_American,34,Male,19,-1.0,1
F,Hispanic,27,Male,8,-1.0,1
F,African_American,23,Female,1,-1.0,0
M,Caucasian,52,Male,0,-1.0,0
M,Caucasian,49,Male,2,-1.0,0
F,African_American,20,Male,0,-1.0,0
M,Caucasian,43,Male,0,-5.0,1
F,African_American,29,Male,17,-1.0,1
F,African_American,46,Male,4,-8.0,0
M,Hispanic,27,Male,1,-1.0,0
F,Hispanic,64,Male,1,-8.0,0
M,African_American,27,Male,27,0.0,1
F,Caucasian,41,Male,5,-1.0,0
F,African_American,34,Male,7,0.0,1
M,African_American,26,Female,0,-6.0,0
F,Hispanic,23,Female,0,-2.0,1
M,Hispanic,51,Female,0,-3.0,0
M,African_American,37,Male,8,0.0,1
F,African_American,55,Male,17,-1.0,1
M,Caucasian,62,Female,1,-2.0,1
M,Hispanic,24,Female,1,-2.0,0
M,African_American,52,Male,0,0.0,1
F,African_American,38,Male,9,-1.0,1
F,African_American,23,Male,0,-1.0,0
M,Caucasian,61,Male,3,0.0,1
F,African_American,33,Male,11,-1.0,1
M,Caucasian,24,Male,2,-18.0,0
F,African_American,41,Male,6,-1.0,0
M,African_American,64,Male,13,-28.0,0
M,African_American,39,Male,10,-1.0,0
M,Caucasian,23,Male,0,-1.0,0
F,African_American,21,Male,0,-1.0,1
M,Caucasian,41,Female,0,-1.0,0
M,Caucasian,38,Female,0,0.0,0
F,African_American,51,Male,4,-28.0,0
F,African_American,37,Male,20,0.0,1
F,Caucasian,33,Male,0,0.0,1
M,African_American,27,Male,3,-1.0,0
F,African_American,32,Male,3,0.0,0
M,Caucasian,25,Male,0,0.0,1
F,Other,25,Male,1,-1.0,0
F,African_American,31,Female,0,-1.0,0
M,African_American,22,Male,2,-1.0,1
F,African_American,22,Male,1,-1.0,1
F,African_American,31,Male,4,-12.0,1
M,African_American,35,Male,8,-1.0,0
M,Caucasian,44,Male,0,0.0,0
F,African_American,35,Male,5,-1.0,1
F,Caucasian,38,Female,3,-1.0,0
M,African_American,65,Male,7,-1.0,0
F,African_American,51,Male,14,-11.0,0
M,Other,25,Male,0,0.0,0
F,African_American,29,Male,16,-1.0,1
F,African_American,33,Female,0,0.0,0
F,African_American,28,Female,13,-1.0,1
F,Other,23,Male,2,-1.0,0
F,African_American,21,Female,0,-1.0,1
F,Caucasian,20,Female,0,0.0,1
F,Caucasian,49,Female,1,-1.0,0
M,Caucasian,26,Male,3,-1.0,1
F,Caucasian,22,Male,1,-12.0,0
F,Caucasian,22,Male,0,-1.0,0
M,African_American,28,Female,2,-1.0,0
M,African_American,27,Male,0,0.0,1
M,African_American,23,Female,0,-1.0,0
M,Other,31,Male,6,-1.0,1
M,Asian,67,Male,0,-1.0,0
M,Other,40,Male,4,-1.0,1
M,Hispanic,46,Male,1,-2.0,0
F,African_American,28,Male,2,-1.0,1
M,African_American,27,Male,5,0.0,1
M,African_American,22,Male,3,-1.0,1
F,African_American,24,Male,3,-1.0,1
F,Caucasian,62,Male,2,-4.0,0
M,African_American,38,Male,0,-1.0,1
F,Other,24,Female,2,-1.0,1
F,Caucasian,20,Male,1,28.0,1
F,African_American,27,Male,14,0.0,1
F,African_American,21,Male,0,-1.0,1
F,Caucasian,21,Male,0,0.0,1
F,African_American,42,Male,1,-12.0,0
M,African_American,21,Male,0,-1.0,0
F,African_American,26,Male,0,-1.0,0
M,Caucasian,42,Female,0,-1.0,0
M,African_American,25,Male,1,-1.0,1
F,Hispanic,23,Male,0,-1.0,0
F,Caucasian,25,Male,2,-13.0,1
F,African_American,23,Male,1,-1.0,1
M,Other,24,Male,0,-1.0,1
F,African_American,26,Male,0,0.0,0
